Question ID,GPT Response,Ground Truth Answer,Prompt
64ed06f40bdd11eba7f7acde48001122,Don Alley.,Rudolstadt,"Don Alley
Donald Wayne Alley( born April 21, 1945) is a former professional American football wide receiver and linebacker in the National Football League.

Turner Classic Movies
In December 1994, TCM debuted ""TCM Remembers"", a tribute to recently deceased notable film personalities (including actors, producers, composers, directors, writers and cinematographers) that occasionally airs during promotional breaks between films. The segments appear in two forms: individual tributes and a longer end-of-year compilation. Following the recent death of an especially famous classic film personality (usually an actor, producer, filmmaker or director), the segment will feature a montage of select shots of the deceased's work. Every December, a longer, more inclusive ""TCM Remembers"" interstitial is produced that honors all of the noted film personalities who died during the past year, interspersed with scenes from settings such as an abandoned drive-in (2012) or a theatre which is closing down and is being dismantled (2013). Since 2001, the soundtracks for these clipreels have been introspective melodies by indie artists such as Badly Drawn Boy (2007) or Steve Earle (2009).

Reel Horror
Reel Horror is a 1985 horror/comedy film directed by Ross Hagen from a screenplay by Jeanne Lucas, composed primarily of footage from other films, in two of which Hagen acted. The films included are ""The Butchers"" (1970), ""Up Your Teddy Bear"" (1970), ""Daddy's Deadly Darling"" (1972), ""Cycle Psycho"" (1973), ""Bad Charleston Charlie"" (1973), ""Nicole"" (1978), and ""Night Creature"" (1978). The premise of the film is that ghosts are escaping from these films and need to be recaptured. The film received generally negative reviews and currently has a 2.2 rating on The Internet Movie Database.

Where was the husband of Princess Alexandra Of Anhalt born?"
1813515b089311ebbd74ac1f6bf848b6,Bloody Moon,Bloody Moon,"William de Vesci (d.1297)
William de Vesci or Vescy (died 1297) was a prominent 13th-century noble. He was a son of William de Vesci and Lady Agnes de Ferrers, daughter of William de Ferrers, 5th Earl of Derby, and Sibyl Marshal. He founded the Grey Abbey in Kildare, Ireland for the Franciscans in 1260. During the Second Barons' War campaign of 1265, William held Gloucester Castle against Prince Edward. He was pardoned afterwards and entered the service of King Henry III of England. He served against the Welsh in 1277 and later in 1282. He was appointed the justice of the forests north of the Trent in 1285. Upon the death of his brother John de Vesci in 1289, William succeeded to the family estates, including as Lord of Sprouston in Scotland. He was also granted the Constable of Scarborough Castle between 1289 until 1292. William was sent with Antony Bek, Bishop of Durham in 1289 to represent King Edward I of England in Scotland. He also founded White Abbey, near Kildare, Ireland for the Carmelites in 1290. Upon the death of Margaret, Maid of Norway in 1290, William became one of the competitors for the Crown of Scotland, deriving his claim from his grandmother, Margaret, illegitimate daughter of William the Lion and the wife of Eustace fitz John. William's claim was withdrawn on the eve of the King Edward I of England announcing which of the claimants would inherit the throne in 1292. With the death of his mother, Agnes on 11 May 1290, he inherited large estates in Ireland, including the franchise of the County Kildare with Kildare Castle and Rathangan Castle. On 12 September 1290, William was appointed Lord Justice in Ireland by King Edward I of England. His service was interrupted by complaints with William entering the king's court in 1293 and 1294 to answer charges against him. Sir John FitzThomas, 4th Lord Offaly, fiercely quarrelled with William over rival claimants of the King of Connaught. FitzThomas made claims to King Edward I of England that William had accused the king of cowardice during the siege of Kenilworth Castle in 1266, and was organising a rebellion against the king. William lost his position as Lord Justice. William attempted to sue FitzThomas for defamation before the council at Dublin. King Edward I summoned all the parties to Westminster, however, FitzThomas did not appear, and although William requested for a judgment in his favour by reason of the default, this was not allowed, with the matter finally being resolved during the parliament in August 1295. He was summoned to Parliament as a baron in 1295. While he regained the king's favour, William did not regain his position of Lord Justice in Ireland, however was restored to his former position as justiciar of the forests beyond Trent. He was sent to Gascony in December 1295 on the king's service. William surrendered his lands of Kildare in 1297 on condition of his and his brother's debts to the exchequer being forgiven. Edward I regranted his lands in Kildare for life only. William also resigned Malton Castle and his Yorkshire estates to Antony Bek, Bishop of Durham, however he received them back for life and entailed after his death on his illegitimate son and his heirs. He also placed in charge of Alnwick Castle to Antony Bek, Bishop of Durham on trust, to restore it to his illegitimate son when he became of age. Soon afterwards William died in 1297.

Roman Karmen
Roman Lazarevich Karmen (in Odessa – 28 April 1978 in Moscow) was a Soviet war camera-man and film director and one of the most influential figures in documentary film making.

Lou Barlow
Louis Knox Barlow (born July 17, 1966) is an American alternative rock musician and songwriter. A founding member of the groups Dinosaur Jr., Sebadoh and The Folk Implosion, Barlow is credited with helping to pioneer the lo-fi style of rock music in the late 1980s and early 1990s. His first band, in Amherst, Massachusetts, was Deep Wound. Barlow was born in Dayton, Ohio and raised in Jackson, Michigan and Westfield, Massachusetts. Barlow has released three solo albums, the latest of which, ""Brace The Wave"", appeared on September 4, 2015.

Which film has the director who died later, Bloody Moon or The House Of Pulcini?"
828b1390093511ebbdaeac1f6bf848b6,Crossing Delancey,Crossing Delancey,"Joseph B. McCormick
Joseph B. McCormick is a physician, scientist, and educator from the United States.

Alexis Toth
Saint Alexis Toth( or Alexis of Wilkes- Barre; March 18, 1853 – May 7, 1909) was a Russian Orthodox church leader in the Midwestern United States who, having resigned his position as a Byzantine Catholic priest in the Ruthenian Catholic Church, became responsible for the conversions of approximately 20,000 Eastern Rite Catholics to the Russian Orthodox Church, which contributed to the growth of Eastern Orthodoxy in the United States and the eventual establishment of the Orthodox Church in America. He was canonized by the Orthodox Church in 1994.

Sabaidee Luang Prabang
Sabaidee Luang Prabang (, English title: ""Good Morning, Luang Prabang"") is a 2008 romantic drama film directed by Sakchai Deenan and starring Ananda Everingham. It was the first commercial film shot in Laos since the country adopted communism in 1975.

Which film was released more recently, Behind Locked Doors or Crossing Delancey?"
e0aef41508ae11ebbd83ac1f6bf848b6,Yes.,yes,"Jeevitham Oru Raagam
Jeevitham Oru Raagam is a 1989 Indian Malayalam film, directed by UV Ravindranath, starring Devan and Shari.

Sandra Chapin
Sandra Gaston Chapin( born 1934) is an American poet/ songwriter and activist. She is best known for her songwriting collaborations with her second husband, singer- songwriter Harry Chapin, and is also the mother of singer Jen Chapin.

Claire Holt
Claire Rhiannon Holt( born 11 June 1988) is an Australian- American actress, known for her roles as Rebekah Mikaelson in the television series"" The Vampire Diaries"" and its spinoff series"" The Originals"", Samara Cook in"" Pretty Little Liars"", Emma in, and Kate in the survival horror film"" 47 Meters Down"".

Are both directors of films The Black Corsair (1937 Film) and Paths Of War from the same country?"
249f509c08e611ebbda4ac1f6bf848b6,Beat Girl,Beat Girl,"Ernst Weyden
Ernst Weyden (18 May 1805 – 11 October 1869) was a scholar and member of the Faculty at the University of Cologne.

Mike Elgan
Mike Elgan (born December 3, 1961) is an American journalist, blogger, columnist and podcaster. He is a columnist for publications including ""Computerworld"", ""Cult of Android"", ""Cult of Mac"", ""Forbes"", ""Datamation"", ""eWeek"" and ""Baseline"".

Ernst von Pfuel
Pfuel was born in Jahnsfelde, Prussia (present-day Müncheberg, Germany). He served as commander of Cologne and the Prussian sector of Paris from 1814-15 during the Napoleonic Wars. Pfuel later served as Governor of Berlin and Governor of the Prussian Canton of Neuchâtel in Switzerland.

Which film whose director is younger, Beat Girl or The White Squaw?"
f8aa0d06086311ebbd5eac1f6bf848b6,Remember The Day,Cast Up By The Sea,"Kal-e Qanbar
Kal -e Qanbar is a village in Esmaili Rural District, Esmaili District, Anbarabad County, Kerman Province, Iran. At the 2006 census, its existence was noted, but its population was not reported.

Seh Gardeh
Seh Gardeh is a village in Tang- e Haft Rural District, Papi District, Khorramabad County, Lorestan Province, Iran. At the 2006 census, its existence was noted, but its population was not reported.

Robert T. Harms
Robert Thomas Harms (1932 – October 5, 2016) was an American linguist and emeritus professor of linguistics at University of Texas at Austin. He is known for his research on grammar of Estonian and phonological theory.

Which film has the director died earlier, Remember The Day or Cast Up By The Sea?"
6e02089c0bde11eba7f7acde48001122,Germany.,German,"René Schneider (footballer)
René Schneider( born 1 February 1973) is a German former footballer who played as a defender.

The Royal Road
The Royal Road is a 2015 documentary film directed by Jenni Olson. The film premiered in the New Frontier section of the 2015 Sundance Film Festival. In the film's voiceover, Olson reflects on her butch identity and experiences of unrequited love. The film went on to earn the award for Best LGBTQ Film at the 2015 Ann Arbor Film Festival. Consisting entirely of 16mm urban landscape shots and a lyrical stream of consciousness voiceover, the film touches on a wide range of topics from reflections on classic Hollywood film to the history of the Spanish colonization of California and the Mexican American War. A voiceover cameo appearance by Pulitzer Prize-winning playwright Tony Kushner serves as the centerpiece for the film's focal point segment entitled, ""In Defense of Nostalgia.""

Straw Dogs (2011 film)
Straw Dogs is a 2011 American psychological thriller- action film directed, produced, and written by Rod Lurie. It is a remake of Sam Peckinpah's 1971 film"" Straw Dogs"", itself based on the Gordon Williams novel"" The Siege of Trencher's Farm"". It stars James Marsden and Kate Bosworth.

Which country Princess Katherine Of Greece And Denmark's mother is from?"
579389860bda11eba7f7acde48001122,Alfred L. Werker,Béziers,"Appointments Clause
The Appointments Clause is part of Article II, Section 2, Clause 2 of the United States Constitution, which empowers the President of the United States to nominate, and with the advice and consent (confirmation) of the United States Senate, appoint public officials. Although the Senate must confirm certain ``principal ''officers (including ambassadors, Cabinet secretaries, federal judges, and United States Attorneys), Congress may by law delegate the Senate's advice and consent role when it comes to`` inferior'' officers (to the President alone, or the courts of law, or the heads of departments).

My Pal Wolf
My Pal Wolf is a 1944 American drama film directed by Alfred L. Werker from a screenplay by Lillie Hayward, Leonard Praskins, and John Paxton, based on the story by Frederick Hazlitt Brennan. Produced and distributed by RKO Radio Pictures, the film was released on October 8, 1944. The film stars Sharyn Moffett (in her film debut), Jill Esmond, Una O'Connor, George Cleveland, Charles Arnt, and Claire Carleton. In addition to Moffett's debut, this picture also marked the production debut of Adrian Scott, who was a writer and producer, who would become a member of the Hollywood Ten.

Mont Rogneux
Mont Rogneux is a mountain of the Swiss Pennine Alps, overlooking Liddes in the canton of Valais. It is a mountain located north of the Petit Combin and Grand Combin. Facing the Verbier ski resort and neighbouring the Bruson lifts, it presents a steep north face which has not yet been descended by ski.

Where was the director of film House In The Sun born?"
55f41a7f085511ebbd59ac1f6bf848b6,No.,yes,"Lankeswarudu
Lankeswarudu is a 1989 Telugu film starring Chiranjeevi, Radha, Revathi, Kaikala Satyanarayana, Mohan Babu and Raghuvaran. The film was written and directed by Dasari Narayana Rao. This film received mixed reviews that time for sentiment overdose in second half of the movie. The climax action scene was borrowed from ""Die Hard"".

The Bronswik Affair
The Bronswik Affair is a Canadian short film, directed by Robert Awad and André Leduc and released in 1978. An animated mockumentary, the film satirizes advertising and marketing through the story of Bronswik, a fictional manufacturer of television sets which feature special technology designed to disable viewers' ability to resist advertising pitches, spawning a frenzied addiction to consumerism which leads to a political and social crisis. The film won the Canadian Film Award for Best Theatrical Short Film at the 29th Canadian Film Awards.

Liao Zhongkai
Liao Zhongkai (April 23, 1877 – August 20, 1925) was a Kuomintang leader and financier. He was the principal architect of the first Kuomintang–Chinese Communist Party (KMT–CCP) United Front in the 1920s. He was assassinated in Guangzhou in August 1925.

Do the movies Sweet Mama (Film) and Soy Andina, originate from the same country?"
1ccc20e00bdc11eba7f7acde48001122,Germany,Dortmund University of Applied Sciences and Arts,"Nancy Ryles
Nancy Ann Ryles( December 18, 1937 – September 12, 1990) was an Oregon politician. She served in the Oregon House of Representatives, the Oregon Senate and as one of three members of the state's Public Utility Commission. She was known as an advocate for education and for equality for women and minorities. An elementary school in Beaverton is named after her.

Boletin, Mavrovo and Rostuša
Boletin is a village in the municipality of Mavrovo and Rostuša, Republic of Macedonia.

E. Chandrasekharan Nair
E. Chandrasekharan Nair (2 December 1928 – 29 November 2017) was an Indian politician, Minister of Kerala and leader of the Communist Party of India.

Where does the director of film Die Abfahrer work at?"
77cecc800bb011ebab90acde48001122,Margaret Douglas,Elizabeth Stewart,"Happiness (Elliott Smith song)
""Happiness"" is a song by American singer-songwriter Elliott Smith. It was released on February 8, 2000 by record label DreamWorks as the first single from his fifth studio album, ""Figure 8"". It was also released on 7-inch vinyl by Cavity Search.

Upendranath Barman
Upendranath Barman( 1 December 1899 – 1988) was an Indian politician. He was elected from Cooch Behar, West Bengal to the Lok Sabha, lower house of the Parliament of India as a member of the Indian National Congress.

Heinrich Koebner
Heinrich Koebner( German spelling Köbner);( 2 December 1838 – 3 September 1904) was a German- Jewish dermatologist born in Breslau. He studied medicine in Berlin, earning his doctorate in 1859 at Breslau. Afterwards he performed hospital duties in Vienna under Ferdinand von Hebra( 1816–1880) and in Paris with Alfred Hardy( 1811–1893). In 1876 he became director of the policlinic for syphilis and diseases of the skin at the University of Breslau. In 1884 he established a new policlinic in Berlin, where he provided classes for physicians.

Who is the paternal grandmother of Charles Stuart, 1St Earl Of Lennox?"
4e4d44440bd911eba7f7acde48001122,Unknown,Parkinson,"Pete Kapusta
Peter Louis"" Pete"" Kapusta( February 3, 1924 – July 16, 2016) was a Canadian ice hockey forward who played nine AHL seasons with Providence Reds.

Juan José Quesada
Juan José Quesada( 1790 in Corrientes, Argentina – April 1832 in Montevideo, Uruguay) was a colonel of Argentina. He joined the regiment of dragoons, took part in the siege of Montevideo, and operated in the Upper Peru under the command of José Rondeau and Martín Miguel de Güemes. He fought with San Martín in the campaigns in Chile and Peru, and fought in the war against Brazil. He died in Montevideo on April 13, 1832.

Pharmacy
In some rural areas in the United Kingdom, there are dispensing physicians who are allowed to both prescribe and dispense prescription-only medicines to their patients from within their practices. The law requires that the GP practice be located in a designated rural area and that there is also a specified, minimum distance (currently 1.6 kilometres) between a patient's home and the nearest retail pharmacy. This law also exists in Austria for general physicians if the nearest pharmacy is more than 4 kilometers away, or where none is registered in the city.

What is the cause of death of director of film She Asked For It?"
48ad0aca0bb011ebab90acde48001122,Edward Woodstock,"Roger Mortimer, 1st Earl of March","Summer Snow (film)
Summer Snow ( Cantonese: Loey Yen Sei Seup, Mandarin: Nu ren si shi, also known as Woman, Forty) is a 1995 Hong Kong comedy- drama film directed by Ann Hui. It stars Josephine Siao and Roy Chiao in leading roles. The film was selected as the Hong Kong entry for the Best Foreign Language Film at the 68th Academy Awards, but was not accepted as a nominee.

The Man on the Eiffel Tower
The Man on the Eiffel Tower is a 1950 American Ansco Color film noir mystery film directed by Burgess Meredith and starring Charles Laughton, Franchot Tone, Meredith, and Robert Hutton. It is based on the 1931 novel ""La Tête d'un hommeA Man's Head"") by Belgian writer Georges Simenon featuring his detective Jules Maigret. The film was co-produced by Tone and Irving Allen as T&A Film Productions and released by RKO Radio Pictures. The film is also known as L'homme de la tour Eiffel in France.

The Crown (TV series)
Claire Foy as Princess Elizabeth and later Queen Elizabeth II. Matt Smith as Philip, Duke of Edinburgh and later Prince Philip, Duke of Edinburgh, Elizabeth's husband Vanessa Kirby as Princess Margaret, Elizabeth's younger sister. Eileen Atkins as Queen Mary, Elizabeth's grandmother (season 1) Jeremy Northam as Anthony Eden, Churchill's Foreign Secretary, who succeeds him as Prime Minister Victoria Hamilton as Queen Elizabeth, George VI's wife and Elizabeth's mother, known as Queen Elizabeth The Queen Mother during her daughter's reign Ben Miles as Group Captain Peter Townsend, George VI's equerry, who hopes to marry Princess Margaret Greg Wise as Louis Mountbatten, 1st Earl Mountbatten of Burma, Philip's ambitious uncle and great - grandson of Queen Victoria Jared Harris as King George VI, Elizabeth's father, known to his family as Bertie John Lithgow as Winston Churchill, the Queen's first Prime Minister Alex Jennings as the Duke of Windsor, formerly King Edward VIII, who abdicated in favour of his younger brother Bertie to marry Wallis Simpson; known to his family as David Lia Williams as Wallis, Duchess of Windsor, Edward's American wife Anton Lesser as Harold Macmillan, who follows Anthony Eden as Prime Minister (season 2) Matthew Goode as Antony Armstrong - Jones, known as Tony, a society photographer who marries Princess Margaret (season 2)

Who is Maurice De Berkeley, 4Th Baron Berkeley's maternal grandfather?"
9d3c3b060bdd11eba7f7acde48001122,Mercia.,English,"Paris Green (film)
Paris Green is a 1920 American silent comedy film directed by Jerome Storm and written by Julien Josephson. The film stars Charles Ray, Ann May, Bert Woodruff, Gertrude Claire, Donald MacDonald, and Gordon Mullen. The film was released on June 1920, by Paramount Pictures.

Jerzy Kossela
Jerzy Kossela( né Kosela; 15 July 1942 – 7 January 2017) was a Polish guitarist, vocalist and founding member of the bands Electron, Niebiesko- Czarni, Pięciolinie and Czerwone Gitary. He was the first founding member of the band Czerwone Gitary, during 1965- 1967. Following his departure from the band, he continued to remain active in Polish music and performed on stage until 1976 after which he would then spend 15 years as a music presenter. Upon the band's reunion in 1991, he once again became its guitarist and singer. In 1993, he left the band again due to a conflict with former band founder, Seweryn Krajewski. By 1999, Kossela had rejoined Czerwone Gitary again. He composed such hits as"" Bo ty się boisz myszy""( music and lyrics),"" Historia jednej znajomościMatura""( lyrics to the music of Krzysztof Klenczon). He co-authored the book"" Czerwone Gitary to właśnie my!"" On the Czerwone Gitary's album Jeszcze raz( One More Time), which debuted 14 March 2015, the song"" Kocham dwie dziewczyny"" appeared, originally written in 1965. From May 2015 he stopped performing in concerts with the band Czerwone Gitary, citing health reasons.

Last Sons of Evil
The Last Sons of Evil is the debut album of the Norwegian metal band The Cumshots. It was released in 2001 by Duplex Records.

Which country Æthelwald, Ealdorman Of East Anglia's wife is from?"
e66837aa086611ebbd5eac1f6bf848b6,Vadakakku Oru Hridayam - directed by a 16-year-old filmmaker M. M. Ramachandran.,Vadakakku Oru Hridayam,"Road House (1928 film)
Road House is a 1928 American silent drama film directed by Richard Rosson and starring Maria Alba, Warren Burke and Lionel Barrymore.

Bineta Diedhiou
Bineta Diedhiou( born January 8, 1986) is a Senegalese Taekwondo practitioner. She won the bronze medal in featherweight( 59 kg) at the 2005 World Taekwondo Championships in Madrid. Diedhiou carried Senegal's flag at the 2008 Summer Olympics Opening Ceremony.

Spencer Abraham
Edward Spencer Abraham( born June 12, 1952) is an American attorney, author and politician who was a United States Senator from Michigan from 1995 to 2001 and the tenth United States Secretary of Energy, serving under President George W. Bush, from 2001 to 2005. Abraham, a Republican, is one of the founders of the Federalist Society and a co-founder of the"" Harvard Journal of Law and Public Policy"". To date, Abraham is the last Republican to serve as a U.S. Senator from Michigan.

Which film whose director is younger, Vadakakku Oru Hridayam or The $1,000,000 Reward?"
5b44ffb00bda11eba7f7acde48001122,"San Antonio, Texas.",Paris,"San Diego
The southern portion of the Point Loma peninsula was set aside for military purposes as early as 1852. Over the next several decades the Army set up a series of coastal artillery batteries and named the area Fort Rosecrans. Significant U.S. Navy presence began in 1901 with the establishment of the Navy Coaling Station in Point Loma, and expanded greatly during the 1920s. By 1930, the city was host to Naval Base San Diego, Naval Training Center San Diego, San Diego Naval Hospital, Camp Matthews, and Camp Kearny (now Marine Corps Air Station Miramar). The city was also an early center for aviation: as early as World War I, San Diego was proclaiming itself ""The Air Capital of the West"". The city was home to important airplane developers and manufacturers like Ryan Airlines (later Ryan Aeronautical), founded in 1925, and Consolidated Aircraft (later Convair), founded in 1923. Charles A. Lindbergh's plane The Spirit of St. Louis was built in San Diego in 1927 by Ryan Airlines.

Come Fly with Me (1957 song)
""Come Fly with Me"" is a 1957 popular song composed by Jimmy Van Heusen, with lyrics by Sammy Cahn. ""Come Fly with Me"" was written for Frank Sinatra, and was the title track of his 1958 album of the same name. The song sets the tone for the rest of the album, describing adventures in exotic locales, in Bombay, Peru and Acapulco Bay respectively. It subsequently became part of Sinatra's concert repertoire, and would feature in numerous performances.

Princess Maximiliana of Bavaria
Princess Maximiliana Josepha Caroline of Bavaria( 21 July 1810 – 4 February 1821), was a Princess of Bavaria, daughter of King Maximilian I Joseph of Bavaria and Queen Caroline of Baden.

Where was the director of film Blood Father born?"
60acf35c0bdc11eba7f7acde48001122,Nanda,Fearless Nadia,"Louis Pasteur Middle School
Louis Pasteur Middle School may refer to:

Strasburg High School
Strasburg High School is a high school in Strasburg, Virginia.

Bernard Camille
Bernard Camille( born 1975) is a Seychellois association football referee. He was one of the referees for the 2015 Africa Cup of Nations.

Who is the spouse of the director of film Zabak?"
c26c16b5086611ebbd5eac1f6bf848b6,"""A Daughter Of Two Worlds""",Valentin The Good,"Zoheyri-ye Sofla
Zoheyri -ye Sofla( also Romanized as Z̧oheyrī- ye Soflá; also known as Z̧oheyrī) is a village in Rudbar Rural District, Central District, Sirvan County, Ilam Province, Iran. At the 2006 census, its population was 211, in 50 families.

Frontstairs and Backstairs
Frontstairs and Backstairs( German:Vordertreppe und Hintertreppe) is a 1915 German silent film directed by Urban Gad and starring Asta Nielsen. It is based on the 1889 play"" Honour"" by Hermann Sudermann.

Matthew Murphy
Matthew"" Murph"" Edward Murphy( born 23 July 1984) is an English musician, best known as lead vocalist and guitarist of The Wombats.

Which film has the director who died later, Valentin The Good or A Daughter Of Two Worlds?"
8ede14580bdd11eba7f7acde48001122,"Venice, Italy",Dresden,"Jamie Nash
Jamie Nash is a fictional character from the British Channel 4 soap opera ""Hollyoaks"", played by Stefan Booth. The character appeared between 2001 and 2002.

Sonny Douglas
Thomas Alfred Edgar"" Sonny"" Douglas( 8 February 1884 – 20 December 1964) was an Australian rules footballer who played with Fitzroy in the Victorian Football League( VFL).

Lilimar Hernandez
Lilimar Hernandez( born June 2, 2000), also known mononymously as Lilimar, is an American actress. She is known for her roles as Sophie in 2015 Nickelodeon television series"" Bella and the Bulldogs"", and as Sage in the 2018 Nickelodeon television series"" Knight Squad"".

Where was the father of Maurice De Saxe born?"
d5cb95f108b511ebbd88ac1f6bf848b6,Ruben Guthrie,Ruben Guthrie,"Art Cosgrove
Art Cosgrove,( born 1 June 1940) in Newry, County Down was President of University College Dublin( UCD) between 1994 and 2003.

Left and Leaving
Left and Leaving is the second studio album by The Weakerthans, released July 25, 2000, on G7 Welcoming Committee Records.

2009 Singapore Grand Prix
The 2009 Singapore Grand Prix (formally the 2009 Formula 1 SingTel Singapore Grand Prix) was a Formula One motor race held at the Marina Bay Street Circuit in Singapore on 27 September 2009. The 61-lap race was the fourteenth round of the 2009 Formula One season. It was the second Singapore Grand Prix to be part of a Formula One Championship and the tenth Singapore Grand Prix overall. It was also the second Formula One race to be held at night. The race was won by McLaren-Mercedes driver and reigning World Champion Lewis Hamilton. Toyota's Timo Glock finished second and 2008 race winner Fernando Alonso took third position, making this the only race of the season with neither a Brawn nor a Red Bull driver on the podium. This was also the last race of 2009 for Glock, as he was injured during qualifying for the and was replaced by test driver Kamui Kobayashi. Heikki Kovalainen scored his last ever World Championship points at this race.

Which film has the director who was born later, Til Sæters or Ruben Guthrie?"
a8dc19ef08fa11ebbdacac1f6bf848b6,Marc Burrows.,Marc Burrows,"Gallant Journey
Gallant Journey( aka The Great Highway) is a 1946 American historical film written, produced and directed by William A. Wellman and starring Glenn Ford and Janet Blair. The film is a biopic of the early U.S. aviation pioneer John Joseph Montgomery. "" Gallant Journey"" depicts his efforts to build and fly gliders, from his childhood through to his death in 1911. The chief stunt pilot for the film was Paul Mantz.

Livermore Rodeo
The Livermore Rodeo is a rodeo held annually in Livermore, California on the second full weekend of June at the rodeo grounds at Robertson Park. It is the oldest event in Livermore and part of the famous California 6- Pack Rodeo Circuit. Famous rodeo participants frequent the event and it is often used as a backdrop or exteriors site in films. It is always preceded by the Rodeo parade through the Livermore Downtown area on Saturday morning of the rodeo weekend, and has had concerts by Country and Western musicians, including Mark Chesnutt in 2005. The Rodeo Association also hosts a Family Night during Rodeo week and a Volunteer Appreciation party after the rodeo is over. It is advertised as the"" world's fastest rodeo"".

Adam Curle
Adam Curle (4 July 1916 – 28 September 2006) was a British academic and Quaker peace activist. His full name was Charles Thomas William Curle; he was known as ""Adam"" after the town where he was born, L'Isle-Adam, north of Paris.

Who was born later, Tsvetko Slavov or Marc Burrows?"
184d5d440bb011ebab90acde48001122,"Albrecht IV, Duke of Bavaria.","Siemowit III, Duke of Masovia","Sacrifice (2011 film)
Sacrifice is a 2011 American/ Canadian action thriller film written and directed by Canadian film director Damian Lee, and starring Cuba Gooding Jr. and Christian Slater. It was filmed in Ottawa, Ontario. The movie was produced by Zed Filmworks based in Ottawa, as well as Styx Productions. This film was released direct- to- video.

The Mummy (2017 film)
The Mummy premiered at the State Theatre in Sydney, Australia on May 22, 2017, and was theatrically released in the United States on June 9, 2017, in 2D, 3D and IMAX 3D. It received negative reviews from critics and grossed over $407 million worldwide. It was labeled a box office disappointment given its high production and marketing costs, with projected losses of around $95 million.

Morituri (1965 film)
Morituri( also known as The Saboteur: Code Name Morituri) is a 1965 film about the Allied sabotage during World War II of a German merchant ship carrying rubber, a critical product during the war. The film stars Marlon Brando, Yul Brynner, Martin Benrath, Janet Margolin, Trevor Howard and Wally Cox. It was directed by Bernhard Wicki. The filming occurred almost exclusively on an old German freighter.

Who is Alexandra Of Lithuania's father-in-law?"
13476e200bdd11eba7f7acde48001122,Unknown,Berlin,"So Long at the Fair
So Long at the Fair( US re-release title The Black Curse) is a 1950 British thriller film directed by Terence Fisher and Antony Darnborough, and starring Jean Simmons and Dirk Bogarde. It was adapted from the 1947 novel of the same name by Anthony Thorne.

Ann Wood Henry
Ann Wood Henry (January 21, 1734March 8, 1799) was the wife of William Henry of Lancaster, Pennsylvania, a gunsmith, inventor, and patriot in the American Revolution.

Uganda Airlines Flight 775
Uganda Airlines Flight 775 was a Boeing 707-338C, registration 5X-UBC, that crashed while attempting to land at Rome-Fiumicino Airport in Rome, Italy on 17 October 1988. Thirty-three of the 52 occupants on board were killed.

What is the place of birth of the director of film The Blue And White Lion?"
bf880fd808b711ebbd88ac1f6bf848b6,The Monkey Talks.,Varakatnam,"The Stubbornness of Geraldine
The Stubbornness of Geraldine is a 1915 American silent film directed by Gaston Mervale adapted from a play by Clyde Fitch.

Thikana (film)
Thikana is a 1987 Hindi crime drama film directed by Mahesh Bhatt. It featured Smita Patil, Anil Kapoor and Amrita Singh in lead roles.

Alexei Akifiev
Alexei Akifiev( born January 22, 1976) is a Russian professional ice hockey forward who currently plays for HC Sibir Novosibirsk of the Kontinental Hockey League( KHL).

Which film has the director who died later, The Monkey Talks or Varakatnam?"
183f6cc40bde11eba7f7acde48001122,British,British,"Rima Ariadaeus
Rima Ariadaeus is a linear rille on the Moon at . It is named after the crater Ariadaeus, which marks its eastern end. It is over 300 km long and is categorized as a straight rille because of its linear nature.

Lois Weisberg
Lois Weisberg (May 6, 1925 – January 13, 2016) was the first Commissioner of Cultural Affairs for the City of Chicago, from 1989 until January 2011. She was profiled by writer Malcolm Gladwell in a 1999 ""New Yorker"" essay, ""Six Degrees of Lois Weisberg""; Gladwell, who called Weisberg a ""connector"" and included the essay about her in his book ""The Tipping Point"", asked: ""She's a grandmother, she lives in a big house in Chicago, and you've never heard of her. Does she run the world?"" Weisberg was appointed by Mayor Harold Washington to head the city's Office of Event Planning in 1983. She helped establish the Gallery 37 program, which gathered Chicago youths to a vacant block in downtown Chicago to make art; she also created the Chicago Blues Festival, the Chicago Gospel Festival, multiple citywide neighborhood festivals and the Chicago Holiday Sharing It Program. She launched Chicago's Cows on Parade exhibit, the first in the US. Before her appointment to city government, she helped found the Chicago Cultural Center and Friends of the Park. She was bestowed with many civic and arts awards, including the League of Women Voters Civic Contribution Award, Governing Magazine's Public Official of the Year Award, the Harold Washington History Maker Award, an honorary Doctorate from Chicago's Spertus Institute and the ""Chicago TribuneChicagoan of the Year"" award.

Knut Hagrup
Knut Hagrup( né Hagerup- Svendsen; 13 November 1913 – 15 May 2003) was a Norwegian aviator. He was born in Bergen to Henry Lie- Svendsen and Ebba Hagerup. He served with the exiled Norwegian Armed Forces and the Royal Norwegian Air Force in the United Kingdom from 1941 to 1945, as a pilot and a technical officer. He was assigned with the Scandinavian Airlines from 1946, and was manager of the company from 1969 to 1978. After his retirement he was appointed professor at the Northrop University in Inglewood, California. Among his publications are"" Flyet i fare"" from 1975, and his thesis"" How the aerospace- industry of western Europe will survive"" from 1981.

What nationality is Claire Annabel Caroline Grant Duff's father?"
