index,question,predicted_answer,actual_answer,bert_score,cosine_score,exact_match
383,"Idols of the Radio is a 1934 Argentine directed by Eduardo Morera and written by Nicolás de las Llanderas and Arnaldo Malfatti. Starring Ada Falcon, Tito Lusiardo and Tita Merello.

Idols (Spanish: Ídolos) is a 1943 Spanish romantic comedy film directed by Florián Rey and starring Conchita Montenegro and Ismael Merlo. A French actress meets a Spanish bullfighter. It was made by CIFESA, Spain's largest film studio at the time.

CaracolaConch) is a song recorded by the trio Tim, Nelly & Tony, better known as Los TNT. The song was written by Fina de Calderón. It is best known as the Spanish entry at the Eurovision Song Contest 1964, in Copenhagen. The entry marked two firsts in the Contest for Spain; it was the country's first Eurovision entry not to be sung by a soloist and also the first occasion on which the Spanish entry was sung by performers of Latin American origin. Los TNT was composed by three siblings of Italian-Uruguayan descent; Edelweiss Tim Croatto, lead singer Argentina Nelly Croatto and Hermes Tony Croatto, all born in Udine, Italy but raised in La Paz, Uruguay and Montevideo, Uruguay. The song was performed sixteenth and last on the night, following Belgium's Robert Cogoi with Près de ma rivière. At the close of voting, it had received 1 point, placing 12th in a field of 16. It was succeeded as Spanish entry at the 1965 Contest by Conchita Bautista with ¡Qué bueno, qué bueno!.

Who is the mother of the performer of song Feel Good (Robin Thicke Song)?",gloria loring,gloria loring,1.0,1.0000000000000002,True
384,"Feel Good is a song by American recording artist Robin Thicke, from his sixth studio album Blurred Lines (2013). The song was released to the Top 40 radio on November 12, 2013 as the album's fourth and final single. The track was produced by will.i.am.

 Feel Good( It's Alright) is a song by the British deep house production duo Blonde with vocals by the English recording artist Karen Harding. The song was released in the United Kingdom as a digital download on 14 August 2015 through FFRR Records and Parlophone. The song samples the 1992 song You Make Me Feel Good by J.K..

Be Good to Me is a song recorded by American recording artist Ashley Tisdale from her debut album, Headstrong (2007). It was written by Kara DioGuardi, Joacim Persson and Niclas Molinder, and produced by Twin. The song was released in the US as the album's lead single on December 26, 2006 and in South America in January 2007. The album version features uncredited rap vocals by Swedish musician David Jassy.

Where did Tamara Imeretinsky's father graduate from?",chernivtsi national university,lancing college,0.3185446560382843,0.0,False
385,"Born in Campinas to a Polish mother and a Lithuanian father, Rubinsky lived in Brazil for the first thirteen years of her life; she later lived in Israel for seven years, then moved to New York. She gave her first concert when she was six years old, gave her first performance as soloist with orchestra when she was twelve, and performed for Arthur Rubinstein when she was sixteen. Rubinsky studied with Vlado Perlemuter, Beveridge Webster, Jacob Lateiner, Olga Normanha and William Daghlian, and graduated from the Juilliard School with a Doctor of Arts degree.

He was born in Odessa from an Italian father and a Romanian mother. In the aftermath of the Russian Revolution, when he was ten years old, the family fled to Romania, where he went to high school in Râmnicu Srat and Bucharest.

Inon Zur was born in Israel. At the age of five, he was trying to compose harmonies with his mother's singing, and became inspired by classical music. He learned to play French horn as a child, studied piano by the age of eight, and was studying composition by the age of ten. He graduated from the Music Academy of Tel Aviv, and spent four years in the Israeli military. He emigrated to the United States in 1990 to study at the Dick Grove School of Music for a year, and then under private tutor Jack Smalley, a television music composer, and others for two years at the University of California, Los Angeles.

Who died first, Louis-René De Caradeuc De La Chalotais or Hermann Friedrich Graebe?",louis-rené de caradeuc de la chalotais,louis-rené de caradeuc de la chalotais,1.0000001192092896,1.0000000000000002,True
386,"Philippe Le Bas (18 June 1794 in Paris – 19 May 1860 in Paris) was a French hellenist, archaeologist and translator. He was the son of Philippe Le Bas and Elisabeth Duplay, the daughter of Robespierre's landlord Maurice Duplay. He was only 6 weeks old when his father committed suicide on Robespierre's fall on 27 July 1794 in the Thermidorian Reaction.

Hans Gerle( c. 1500, Nuremberg- 1570, Nuremberg) was a German lutenist and arranger of the Renaissance. Little concrete information is available regarding Gerle's life. His father was probably Conrad Gerle( died 1521), one of the city's better- known lute makers. Gerle likely spent his entire life in Nuremberg. Gerle published three volumes of lute music through Hieronymus Formschneider, a Nuremberg publisher. The first two were issued in 1532- 33, and the last in 1552; this third volume refers to Gerle as the elder on the title page, so it is presumed that Gerle had either a son or another relative with the same name. The first publication contains an introduction to the performance of lute, viola da gamba( Grossgeigen), and rebec( Kleingeigen), as well as an explanation of musical notation, and is a significant source of information on performance practice. The book is primarily made up of intabulations of German composers such as Ludwig Senfl, Johann Walter, Heinrich Isaac, Thomas Stoltzer, and Paul Hofhaimer. His second volume, for solo lute, features works from many older composers, such as Hayne van Ghizeghem, Josquin des Prez, Isaac, and Jacob Obrecht, as well as popular contemporaries such as Claudin de Sermisy, Adrian Willaert, Jean Mouton, and Senfl. The third volume was a transcription into German tablature of pieces previously only available in Italian tablature, including works of Giovanni Maria da Crema, Domenico Bianchini, Simon Gintzler, Francesco Canova da Milano, Pietro Paolo Borrono, and Alberto da Ripa.

Salomon de La Broue (circa 1530 – circa 1610) was a French or riding-master and Gascon gentleman. His treatise on riding, published as the Preceptes Principaux in 1593, was the first to have been written in French. Like Antoine de Pluvinel, he was a pupil of Gianbattista Pignatelli. De La Broue was écuyer to Jean Louis de Nogaret de La Valette, the first Duke of Épernon, and écuyer ordinaire of the in the reign of Henri IV. De La Broue, like Pluvinel, was one of the founders of the old French haute école. His methods centred on calmness in hand, freedom and lightness in order to obtain the best results from the horse; he rejected the use of force or constraint in training.

Where was the place of death of James Adam (Architect)'s father?",nuremberg,edinburgh,0.15324121713638306,0.0,False
387,"James Adam (21 July 1732 – 20 October 1794) was a Scottish architect and furniture designer, but was often overshadowed by his older brother and business partner, Robert Adam. They were sons of architect William Adam. In 1755 James worked on Gunsgreen House in the Berwickshire town of Eyemouth. In 1758, Robert, James, and their younger brother William Adam started their business in London (living in Lower Grosvenor Street), focusing on designing complete schemes for the decoration and furnishing of houses. Palladian design was popular, but Robert had evolved a new, more flexible style incorporating elements of classic Roman design alongside influences from Greek, Byzantine and Baroque styles. The Adam brothers' success can also be attributed to a desire to design everything down to the smallest detail, ensuring a sense of unity in their designs. He then followed in Robert's footsteps by undertaking the Grand Tour, leaving in May 1760 to October 1763, when he arrive back in London. James succeeded Robert as Architect of the King's Works in 1768 just before work on the brothers' Adelphi project (1768–1772) almost bankrupted the firm (the business employed other notable architects including Joseph Bonomi (1739–1808) who, from 1768, remained with the Adams until 1781). From 1771–5 he was engaged with his brother in the design and building of Wedderburn Castle near Duns, Berwickshire. James emerged from his brother's shadow after Robert's death in 1792, designing several notable buildings in Glasgow, including the old Infirmary (1792; demolished 1907), Assembly Rooms (1794; demolished in 1890) and the Tron Kirk (1794). He also designed Portland Place in central London. However, his glory was short-lived — he died at his home in London's Albermarle Street in October 1794. During their lifetime Robert and James Adam published two volumes of their designs, Works in Architecture of Robert and James Adam (in 1773–1778 and 1779; a third volume was published posthumously, in 1822).

Robert Adam (3 July 1728 – 3 March 1792) was a Scottish neoclassical architect, interior designer and furniture designer. He was the son of William Adam (1689–1748), Scotland's foremost architect of the time, and trained under him. With his older brother John, Robert took on the family business, which included lucrative work for the Board of Ordnance, after William's death. In 1754, he left for Rome, spending nearly five years on the continent studying architecture under Charles-Louis Clérisseau and Giovanni Battista Piranesi. On his return to Britain he established a practice in London, where he was joined by his younger brother James. Here he developed the Adam Style, and his theory of movement in architecture, based on his studies of antiquity and became one of the most successful and fashionable architects in the country. Adam held the post of Architect of the King's Works from 1761 to 1769. Robert Adam was a leader of the first phase of the classical revival in England and Scotland from around 1760 until his death. He influenced the development of Western architecture, both in Europe and in North America. Adam designed interiors and fittings as well as houses. He served as the member of Parliament for Kinross-shire from 1768 to 1774.

Adam of owicz (also Adam of Boche and Adamus Polonus; born in Boche, near owicz, Poland; died 7 February 1514, in Kraków, Poland) was a professor of medicine at the University of Krakow, its rector in 1510–1511, a humanist, writer and philosopher.

Where did Edmund Tudor, 1St Earl Of Richmond's wife graduate from?",margaret beaufort graduated from university of edinburgh,st john's college,0.3168322741985321,0.0,False
388,"Edmund Tudor, 1st Earl of Richmond (Welsh: Edmwnd Tudur, 11 June 1430 – 3 November 1456, also known as Edmund of Hadham), was the father of King Henry VII of England and a member of the Tudor family of Penmynydd, North Wales. Born to Owen Tudor and the dowager queen Catherine of Valois, Edmund was half-brother to Henry VI of England. Edmund was raised for several years by Katherine de la Pole, and Henry took an interest in Edmund's upbringing, granting him a title and lands once he came of age. Both Edmund and his brother, Jasper, were made advisers to the King as they were his remaining blood relatives. The brothers were made the senior earls in the royal court and had influential positions in the Parliament of England. Edmund was also granted Baynard's Castle, London and ran a successful estate. He was married to Margaret Beaufort, Countess of Richmond and Derby, after her first marriage was annulled. Prior to the start of the Wars of the Roses, Edmund liaised with Richard of York and supported him when the King fell ill during 1453 and 1454. After war began in 1455, York sent Edmund to uphold the authority of the King in South Wales. While he was there, York was overthrown by the King and in retaliation, Yorkist forces were sent to engage those of Tudor's in South Wales. Edmund was captured at Carmarthen Castle, and died there of the bubonic plague on 3 November 1456.

Elizabeth Tilney, Countess of Surrey( before 1445 – 4 April 1497) was an English heiress and lady- in- waiting to two queens. She became the first wife of Thomas Howard, Earl of Surrey. She served as a lady- in- waiting to Queen consort Elizabeth Woodville, and later as Lady of the Bedchamber to the Queen's daughter, Elizabeth of York, consort of King Henry VII of England. She stood as joint godmother to Princess Margaret Tudor at her baptism. She was the mother of Thomas Howard, 3rd Duke of Norfolk. Through her daughter Elizabeth she was the maternal grandmother of Anne Boleyn, and through another son, Edmund, the paternal grandmother of Catherine Howard, both queens consort of King Henry VIII. Elizabeth's great- granddaughter was Queen Elizabeth I of England. Elizabeth was commemorated as the Countess of Surrey in John Skelton's poem, The Garlande of Laurell, following his visit to the Howard residence of Sheriff Hutton Castle.

Alice Seymour- Conway, Viscountess Beauchamp( 10 May 1749 – 11 February 1772), formerly the Hon. Alice Elizabeth Windsor, was the first wife of Francis Ingram- Seymour- Conway, Viscount Beauchamp, later Marquess of Hertford. She was the second daughter and co-heiress of Herbert Windsor, 2nd Viscount Windsor, by his wife, the former Alice Clavering. She married Viscount Beauchamp, then MP for Lostwithiel, on 4 February 1768 in London She died at the couple's house in Grosvenor Square, London, aged 22. Her husband married again, his second wife being the 16- year- old the Hon. Isabella Ingram, who later became a mistress of the Prince of Wales.

Which film was released more recently, Aami or Bitch Slap?","""bitch slap""",aami,0.1266341656446457,0.0,False
389,"Bitch Slap is a 2009 action film directed by Rick Jacobson and stars Julia Voth, Erin Cummings, America Olivo and Michael Hurst, with cameos by Lucy Lawless, Kevin Sorbo, and Renee O'Connor.

The Slap  is a 1974 French / Italian comedy film directed by Claude Pinoteau.

Slap in the Face  is a 1970 West German comedy film directed by Rolf Thiele and starring Curd Jürgens, Gila von Weitershausen and Alexandra Stewart. It is a loose remake of the 1937 film Seven Slaps. A young woman slaps the board of a bank she believes has swindled her out of her money. In a change from the earlier film, and as part of director Thiele's growing move towards sex comedies, she is naked when she does so. The film was shot on location in Hamburg, Lübeck and the Selenter See.

Who is Busba Kitiyakara's paternal grandfather?",king chulalongkorn,kitiyakara voralaksana,0.4646652042865753,0.0,False
390,", is a former driver in the Champ Car, Formula Atlantic series who won the Toyota Atlantic Championship (Pacific) in 1989 as a first and only Japanese. He is the grandson of Konosuke Matsushita, founder of Panasonic. His father Masaharu Matsushita who served as the second President of Panasonic for sixteen years beginning in 1961. His elder brother Masayuki Matsushita is the current Vice Chairman of Panasonic. His relationship has allowed him to receive financial backing from Panasonic throughout his racing career.

, son of Fujiwara no Tadamichi, was a Kugy( high- ranking Japanese noble) during the late Heian period. His sons include Motomichi and wives include a daughter of Fujiwara no Tadataka, later they divorce and later he married Taira no Moriko, second daughter of Taira no Kiyomori. At age of 16 he assumed the position of kampaku, regent, to Emperor Nij, becoming a head of Fujiwara family. He died at the age of 24 and his wife, Taira no Moriko become a widow at the age of 12. A year after he took the position of sessh, or regent, to Emperor Rokuj. His ancestry later came to be known as Konoe family, one of the Five sessho families.

Wu Kung- tsao or Wu Gongzao( 1902– 1983) was a famous Chinese teacher of t'ai chi ch'uan. He taught in Beijing, Shanghai, Changsha and Hong Kong. The second son of Wu Chien- ch'üan, he was the grandson of the first teacher of Wu-style t'ai chi ch'uan, Wu Ch'uan- yü. Wu Kung- tsao was the younger brother of Wu Kung- i and the older brother of Wu Ying- hua. The Wu family were originally of Manchu ancestry.

Who is the father of the director of film Ae Dil Hai Mushkil?",yash johar,yash johar,1.0,1.0000000000000002,True
391,"Ae Dil Hai Mushkil  is an Indian 2016 Hindi-language musical romantic drama film directed, co-written and produced by Karan Johar. The story is based on the concept of unrequited love. The film stars Ranbir Kapoor, Anushka Sharma and Aishwarya Rai, with Fawad Khan appearing in a supporting role. It also features cameo appearances by Shah Rukh Khan and Alia Bhatt. The film was released on 28 October 2016 during the Diwali festival. Made with a budget of , Ae Dil Hai Mushkil was commercially successful, grossing over worldwide. It received mixed reviews, with criticism towards its direction, screenplay, dialogues and length, while Kapoor's performance and the soundtrack received praise. The film became one of the highest-grossing Hindi films of 2016 and Kapoor's first commercial success since his 2013 romantic comedy film Yeh Jawaani Hai Deewani. It received seven nominations at the 62nd Filmfare Awards, including Best Director (Johar), Best Actor (Kapoor) and Best Actress for Sharma, winning four of them for its soundtrack. The film is inspired by the lives of Kaushik Koppula and his friend with Ranbir Kapoor and Anushka Sharma reprising their roles while roles of Shah Rukh Khan and Aishwarya Rai were based on lives of his friend Kalyan and his love interest repestively.

Shadab Rayeen is an Indian sound engineer. His best known work is the mix of Ae Dil Hai Mushkil. He has been honoured with the Best Recording Engineer Award in the category of Technical Awards for the mix of Ae Dil Hai Mushkil by International Indian Film Academy Awards.

Yeh Hai Mumbai Meri Jaan (English: This is Mumbai, My Sweetheart) is a 1999 Hindi-language (originally named as Mr Aashiq, where the audio cassette had been released under the original name) Indian feature film directed by Mahesh Bhatt and produced by Mukesh Bhatt, starring Saif Ali Khan, Twinkle Khanna, Akshay Anand and Chunky Pandey. The film was flop at the box office.

Who was born first out of Ramsay Anderson and Fernand Fédronic?",ramsay anderson,ramsay anderson,1.0,1.0000000000000002,True
392,"Amédée Méreaux (full name Jean-Amédée Lefroid de Méreaux) (Paris, 17 September 1802 – Rouen, 25 April 1874) was a French musicologist, pianist, and composer. He was the author of Les clavecinistes de 1637 à 1790, written from 1864 to 1867, which had essays on the composers it mentioned. His grandfather, Nicolas-Jean Lefroid de Méreaux (1745–1797), was a composer of operas and oratorios, while his father, Jean-Nicolas Lefroid de Méreaux, was an organist and pianist and was a composer of piano sonatas. He was a friend of Frédéric Chopin.

Eugénie Fiocre (b. Paris, 2 July 1845, d. 1908) was a principal dancer at the Paris Opéra 1864–75 where she often danced en travesti, creating Frantz in Coppélia in 1870, and, renowned for her beauty, was sculpted by Jean-Baptiste Carpeaux and painted by Degas in a scene from Saint-Léon's ballet La Source. She was married to Stanislas Le Compasseur de Créqui-Montfort Marquis de Courtivron and mother of explorer, anthropologist, diplomat and Olympian Georges de Crequi-Montfort.

Maurice Arthur Mendes de Leon( 4 July 1856, Bruges- 16 December 1924, Amsterdam) was a Dutch physician, considered one of the founding fathers of gynaecology in the Netherlands, partly because of his surgical skills, but also due to his study into the interaction between gynaecological and psychological problems. Mendes de Leon was the son of Isaac Mendes de Leon( 1808 – 1856) and Annely F. Phillips and grandson of Amsterdam city council member Jacobo Abraham Mendes de Leon( 1784- 1842) whose father, Abraham Jacob Mendes de Leon( 1764- 1818), was also an Amsterdam city council member. He grew up in his mothers country, England, until the age of ten, after which the family moved to Amsterdam. He studied medicines at the University of Amsterdam and in 1881 obtained a PhD at the University of Heidelberg. In 1882 he married his distant relative Anna Mathilde Teixeira de Mattos( 1862– 1937). He promoted gynaecology in the Netherlands as a separate speciality, partly because of the new surgical possibilities following the discoveries of anaesthesia and antisepsis and in 1889 he started a private gynaecological clinic at the Sarphatistraat in Amsterdam. In his clinic he devoted himself to the surgery of ovarian tumours, uterus myomatosus and genital prolapse, but also to the diagnosis and treatment of supposed inflammations of the cervix and endometrium as cause of psychological disorders. In this he followed the opinions of contemporary English gynaecologists. As he was not aware of physiological histology, he nearly always found signs of inflammation. He treated this with curettage and drastic caustics, sometimes after using a dilation knife( hysterotome) for the cervix. At the turn of the twentieth century Dutch gynaecologists such as Treub and Nijhoff began to cast doubt on such theories of reflex neurosis, but Mendes de Leon persisted in his views.

Are the directors of films Scuola Di Ladri and Pensione Paura both from the same country?",yes,yes,1.0,1.0,True
393,"Pensione paura  is a 1978 film directed by Francesco Barilli.

La Paura fa 90 is a 1951 Italian comedy film directed by Giorgio Simonelli.

Pelli Chesi Choodu  is a 1952 Indian bilingual satirical comedy film directed by L. V. Prasad and produced by B. Nagi Reddy and Aluri Chakrapani under their company Vijaya Vauhini Studios. The film was made simultaneously in Telugu and Tamil, the latter titled Kalyanam Panni Paar . It features N. T. Rama Rao, G. Varalakshmi, Yandamuri Joga Rao and Savitri in the lead roles. S. V. Ranga Rao, Dr. Sivarama Krishnayya, Doraswamy and Suryakantham are seen in supporting roles in the Telugu version while C. V. V. Panthulu replaced Krishnayya in Tamil. Pelli Chesi Choodu deals with the negative effects of the dowry system in India through the marital life of Venkata Ramana (Rama Rao) and Ammadu (Varalakshmi). The film's production began after the release of Vijaya Vauhini Studios' Pathala Bhairavi (1951). Marcus Bartley was recruited as the cinematographer and the film was edited by C. P. Jambulingam and M. S. Money. Ghantasala composed the film's music. Pelli Chesi Choodu was released on 19 February 1952 while Kalyanam Panni Paar was released on 15 August that year. Both versions were commercially successful and achieved cult status.  Pelli Chesi Choodu was remade in Kannada as Maduve Madi Nodu (1965) by Vijaya Vauhini Studios and in Hindi as Shaadi Ke Baad (1972) by Prasad. While the Kannada version was commercially successful, the Hindi version was not.

What is the place of birth of the director of film Dawn Of Life?",unknown,san juan puerto rico,0.06135869771242142,0.0,False
394,"Dawn of Life (Spanish:Amanecer a la vida) is a 1950 Venezuelan drama film directed by Fernando Cortés and starring Susana Guízar, Luis Salazar and Néstor Zavarce.

Dawn of the Dead( also known internationally as Zombi or Zombie) is a 1978 Italian- American independent zombie horror film directed by George A. Romero. It was written by Romero in collaboration with the Italian filmmaker Dario Argento and produced by Richard P. Rubinstein. It was the second film made in Romero's Night of the Living Dead series and shows in a larger scale the apocalyptic effects on society, though it contains no characters or settings from the film Night of the Living Dead. In the film, a phenomenon of unidentified origin has caused the reanimation of the dead, who prey on human flesh. David Emge, Ken Foree, Scott Reiniger, and Gaylen Ross star as survivors of the outbreak who barricade themselves inside a suburban shopping mall amid mass hysteria.  Dawn of the Dead was filmed over approximately four months, from late 1977 to early 1978, in the Pennsylvania cities of Pittsburgh and Monroeville. Its primary filming location was the Monroeville Mall. The film was made on a budget estimated at$ 1.5 million and grossed approximately$ 55 million worldwide. The film has a 93% approval rating at Rotten Tomatoes, which calls it one of the most compelling and entertaining zombie films ever made in its critical consensus. In addition to four official sequels, the film has spawned numerous parodies and pop culture references. A remake was released in 2004. In 2008, Dawn of the Dead was chosen by Empire magazine as one of The 500 Greatest Movies of All Time, along with Night of the Living Dead.

The Dawn of Understanding is a lost 1918 American silent comedy Western film produced by The Vitagraph Company of America and directed by David Smith. It stars Bessie Love in the first film of her nine-film contract with Vitagraph. It is based on the short story The Judgement of Bolinas Plain by 19th century western writer Bret Harte.

Where was the husband of Jeanne Raunay born?",no information provided,évreux,0.10583765059709549,0.0,False
395,"Jeanne Richomme Raunay (25 November 1868 – 1942) was a French mezzo-soprano opera singer. She was also the daughter of painter Jules Richomme, and the wife of French writer André Beaunier.

Douglas John Moray Stuart, 20th Earl of Moray( 13 February 1928 – 23 September 2011) was a British peer, styled Lord Doune until 1974. The son of Archibald Stuart, 19th Earl of Moray, he succeeded to the earldom of Moray on his father's death in 1974. He lost his seat in the House of Lords after the reforms of the House of Lords Act 1999. In 1984, the Moray placed Doune Castle, which had been held by the family since 1570, into the care of the nation. It is now looked after by Historic Scotland. He married Lady Malvina Dorothea Murray, daughter of Mungo Murray, 7th Earl of Mansfield and Mansfield, and Dorothea Carnegie, on 27 January 1964. They had two children: The Dowager Countess and her daughter Lady Louisa Howitt( née Stuart) are Patronesses of the Royal Caledonian Ball.

Charles Rich, 4th Earl of Warwick (abt 1623 – 24 Aug 1673), styled The Honourable Charles Rich until 1658, was an English peer and politician. Rich was the second son of Robert Rich, 2nd Earl of Warwick and Frances Hatton. As a young man he was noted for being handsome, charming, cheerful and penniless. His wife was Lady Mary Boyle, daughter of Richard Boyle, 1st Earl of Cork, and his second wife Catherine Fenton. He became intimate with Lady Mary when he helped to nurse her through an attack of measles. It was a love marriage: Mary to her father's intense displeasure, had refused to enter the marriage arranged by him with James Hamilton, later Earl of Clanbrassil, on the grounds that she found him repulsive, and chose Charles instead. Her father who was genuinely fond of her despite their differences eventually gave his consent, as well as a generous dowry, but the couple do not seem to have been happy. Mary in her diaries refers to violent and passionate disputes. There may have been faults on both sides, since Mary was exceptionally stubborn and strong- minded (as shown by her defiance of her formidable father), and in later years became almost fanatically devout, but it was generally agreed that the greater blame lay with Rich, whose chronic ill-health made him bad-tempered and tyrannical. In public life Rich represented Sandwich in Parliament from 1645 to 1648. He was also Custos Rotulorum of Essex. He succeeded his brother Robert in the earldom in 1658. Lord Warwick died in 1673, after twenty years of gout. His only son had predeceased him and had no children by his wife Anne Cavendish, so the title passed to his cousin, Charles Rich, 2nd Earl of Holland. His only other child Elizabeth had died in infancy. Despite their quarrels, he left all his property to his widow for her life, an unusual step at the time. She died five years later.

Are the directors of films The Edifying And Joyous Story Of Colinot and Cold Moon both from the same country?",no,yes,0.3410777449607849,0.0,False
396,"Cold Moon is a 2016 drama-horror film based on Michael McDowell's 1980 novel Cold Moon Over Babylon. It stars Josh Stewart and Christopher Lloyd. The film was released on 27 October 2016.

Cold Moon is a 1991 French drama film directed by Patrick Bouchitey. It was entered into the 1991 Cannes Film Festival. It is based on the Charles Bukowski short stories The Copulating Mermaid of Venice and Trouble with the Battery.

The Edifying and Joyous Story of Colinot  is a 1973 French comedy film directed and written by Nina Companéez. Francis Huster stars as the title character, Colinot. It is notable as the final film appearance of Brigitte Bardot who retired from the entertainment industry when the film went into post-production.

What is the place of birth of the performer of song Pluto (Song)?",liverpool england,reykjavík,0.16209959983825684,0.0,False
397,"Pluto Shervington, also known as Pluto( born Leighton Shervington; 13 August 1950 in Kingston, Jamaica), is a reggae musician, singer, engineer and producer.

Pluto is a song by Icelandic musician Björk. The song was written and produced by Björk and British producer Mark Bell for Björk's third studio album, Homogenic (1997).

 Lotus Flower is a song by the English rock band Radiohead, released on their eighth studio album, The King of Limbs( 2011). It features singer Thom Yorke's falsetto over syncopated beats and a synthesiser bassline. Its music video, featuring Yorke's erratic dancing, attracted millions of views and spawned an internet meme. Though it was not released as a commercial single, Lotus Flower entered charts including the UK Singles Chart, the US Alternative Songs chart, and the Billboard Japan Hot 100. It received positive reviews and was nominated for Best Rock Performance, Best Rock Song, and Best Music Video at the 54th Annual Grammy Awards.

What is the place of birth of Princess Margaretha Of Saxony's mother?",kingston jamaica,munich,0.010442749597132206,0.0,False
398,"Princess Margaretha of Saxony, Duchess of Saxony( 24 May 1840 – 15 September 1858) was the eighth child and fifth eldest daughter of John of Saxony and his wife Amalie Auguste of Bavaria and a younger sister of Albert of Saxony and George of Saxony. She was born in Dresden, then in the Kingdom of Saxony. Through her marriage to Archduke Charles Louis of Austria, Margaretha was a member of the House of Habsburg- Lorraine and an Archduchess and Princess of Austria and Princess of Hungary, Croatia, Bohemia, and Tuscany.

Princess Maria Margaretha of Saxony( Maria Margaretha Franziska Xaveria; 13 September 1727 – 1 February 1734) was a Princess of Poland, Lithuania and Saxony of the House of Wettin.

Elisabeth of Saxony (4 February 1830 – 14 August 1912) was a Princess of Saxony who married the second son of the King of Sardinia. She was the mother of Margherita, Queen of Italy.

Who is the spouse of the director of film West Of Shanghai?",anna may wong,maureen o'sullivan,0.33346736431121826,0.0,False
399,"A West Lake is a 2005 psychological romantic drama -comedy film directed by Hong Kong directors Yim Ho and Yang Zi, and starring Chen Kun, Zhou Xun and Linq Yim. Aloys Chen and Zhou Xun had also previously collaborated as lovers in Balzac and the Little Chinese Seamstress and Baober in Love.

The Lady from Shanghai is a 1947 film noir directed by Orson Welles and starring Welles, his estranged wife Rita Hayworth and Everett Sloane. It is based on the novel If I Die Before I Wake by Sherwood King. Although The Lady from Shanghai initially received mixed reviews, it has grown in stature over the years, and many critics have praised its set designs and camerawork. In 2018, The Lady from Shanghai was selected for preservation in the United States National Film Registry as being culturally, historically, or aesthetically significant.

The Lady from the Shanghai Cinema  is a 1988 Brazilian thriller film directed by Guilherme de Almeida Prado. The film borrows some references from Hollywood films noirs of the 1940s, mainly Orson Welles'  The Lady from Shanghai; its name is a play with Welles' film.

Do director of film Jerry And Tom and director of film Kansas City Princess share the same nationality?",no,no,1.0,1.0,True
400,"Kansas City Princess is a 1934 American comedy film starring Joan Blondell and Glenda Farrell. The film is directed by William Keighley and was released by Warner Bros. on October 13, 1934. Farrell and Blondell were a comedy team in five Warner Bros. films in the early 1930s as two blonde bombshells. The other four films are Havana Widows (1933), Traveling Saleslady (1935),  We're in the Money (1935), and Miss Pacific Fleet (1935). Rosie and Marie are two manicurists from Kansas City. When Rosie loses an expensive ring her gangster boyfriend gave her, she and Marie take an ocean voyage to Paris and masquerade as Girl Scouts.

Kansas Territory is a 1952 American western film directed by Lewis D. Collins and starring Wild Bill Elliott, House Peters Jr. and Peggy Stewart. It was partly shot at the Iverson Ranch. The film's sets were designed by the art director Dave Milton.

Kansas City Trucking Co. is a 1976 American gay pornographic film directed by Tim Kincaid, better known as Joe Gage. It is the first in what has come to be known as Gage's Working Man Trilogy, continuing with 1978's El Paso Wrecking Corp. and concluding with 1979's L.A. Tool& Die, and stars Richard Locke, Steve Boyd and Jack Wrangler.

Which film was released earlier, Amelie Or The Time To Love or Beginners?",amelie or the time to love,amelie or the time to love,1.0,1.0000000000000002,True
401,"Amelie or The Time to Love  is a 1961 French drama film directed by Michel Drach. It was entered into the 11th Berlin International Film Festival.

With Love... from the Age of Reason  is a 2010 French romantic comedy film written and directed by Yann Samuell and starring Sophie Marceau, Marton Csokas, and Michel Duchaussoy. The film is about a beautiful and successful forty-year-old businesswoman who receives a letter that she wrote to herself when she was seven years old to remind her of the promises she made at that age, which is considered to be the age of reason in the Catholic tradition, and to remind her of what she wants to become.

Life Begins with Love is a 1937 American romantic drama film, directed by Ray McCarey. It stars Jean Parker, Douglass Montgomery, and Edith Fellows.

What is the cause of death of composer of song Look At Me (Xxxtentacion Song)?",xxxtentacion was shot dead,shot,0.42127323150634766,0.3799783615910079,False
